ArtefactID,MusAcc,SiteName,AdminRegion,Length,Weight,Country
3172,Ipswich Museum IPSMG : 1920.51.6,Mildenhall (near),"Suffolk, England",152,411,England
3173,Ipswich Museum IPSMG : 1920.51.7,Mildenhall (near),"Suffolk, England",170,534,England
3174,Ipswich Museum IPSMG : 1920.51.9,Mildenhall (near),"Suffolk, England",161,409,England
3175,Ipswich Museum IPSMG : 1920.51.8,Mildenhall (near),"Suffolk, England",142,503,England
3177,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 39501","Mildenhall, Holywell Row, Quakers Dolver","Suffolk, England",156,460,England
3179,"Moyse's Hall Museum, Bury St Edmunds BSEMS : 1977.741 (F57)","Mildenhall, West Row, Haylands Drove (Dulver Farm)","Suffolk, England",158,376,England
3180,"Moyse's Hall Museum, Bury St Edmunds BSEMS : 1977.730 (F46)","Mildenhall, West Row (between Haylands Drove and Cooks Drove)","Suffolk, England",156,411,England
3182,private ownership,Milnthorpe (parish),"Cumbria, England",105,120,England
3183,private ownership,Milton (parish),"Oxfordshire, England",96.86,200.5,England
3184,lost (destroyed in WW2 bombing of Portsmouth Museum),"Milton (near Portsmouth lunatic asylum, E side of Portsea Island)","Hampshire, England",149,356,England
3186,Hampshire Cultural Trust,"Minstead, Clay Hill","Hampshire, England",146,379.5,England
3187,Hampshire Cultural Trust,"Minstead, Clay Hill","Hampshire, England",146.5,384.2,England
3188,Hampshire Cultural Trust,"Minstead, Clay Hill","Hampshire, England",156,425.1,England
3189,Hampshire Cultural Trust,"Minstead, Clay Hill","Hampshire, England",149,437.2,England
3190,Hampshire Cultural Trust,"Minstead, Clay Hill","Hampshire, England",157.2,445.6,England
3192,private ownership,Minsterley (parish),"Shropshire, England",174,417,England
3193,Doncaster Museum DONMG : unknown,Misson (River Idle),"Nottinghamshire, England",159,354,England
3195,private ownership,Mobberley (parish),"Cheshire East, England",145,455.1,England
3196,"Powysland Museum, Welshpool WEPLM : A.165","Mold, Rhual","Flintshire, Wales",152,363,Wales
3197,Weybridge Museum WEGBM : C.1/7,"Molesey-on-Thames, Island Barn Farm (River Mole delta)","Surrey, England",145,345.8,England
3198,private ownership,Mollington (parish),"Cheshire West and Chester, England",158,245.3,England
3200,Newport Museum NPTMG : 1913.12/3,Chepstow Castle,"Monmouthshire, Wales",153,429,Wales
3207,Amgueddfa Cymru - National Museum Wales NMW : 31.62/2,"Guilsfield, near Crowther's Camp","Powys, Wales",153,444.3,Wales
3209,Doncaster Museum DONMG : 67.59,"Moorends, Thorne","West Yorkshire, England",160,396,England
3215,Museum of London LDMOL : A19577,Mortlake,"Greater London, England",130,391,England
3218,"Ashmolean Museum, Oxford OXFAS : 1927.2582","Much Marcle, Oldbury Hill","Herefordshire, England",147,336.9,England
3219,Maidstone Museum MNEMG : 1993.64,"Sittingbourne, Murston (1 mile NE of, about the same distance from Watling Street)","Kent, England",135,361,England
3220,Shropshire Museums Service SHYMS : A.2003.209 (B6),"Myndtown, Asterton Prolley Moor, Fir Tree Farm (Moor Field)","Shropshire, England",141,443,England
3221,Amgueddfa Cymru - National Museum Wales NMW : 48.255,"Llysworney, Mynydd Bychan","Vale of Glamorgan, Wales",161,440,Wales
3225,Amgueddfa Cymru - National Museum Wales NMW : 44.172/2,"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)","Powys, Wales",165,382,Wales
3227,"Powysland Museum, Welshpool WEPLM : A.144","Cemmaes, Mynydd Talyglannau (above Afon Dugoed)","Powys, Wales",162,470.5,Wales
3229,Amgueddfa Cymru - National Museum Wales NMW : 18.78/1,"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)","Powys, Wales",156,435,Wales
3230,Amgueddfa Cymru - National Museum Wales NMW : 44.172/3,"Cemmaes, Mynydd Talyglannau (above Afon Dugoed)","Powys, Wales",165,520,Wales
3231,"Powysland Museum, Welshpool WEPLM : A.167","Cemmaes, Mynydd Talyglannau (above Afon Dugoed)","Powys, Wales",182,615,Wales
3233,"Powysland Museum, Welshpool WEPLM : A.148","Cemmaes, Mynydd Talyglannau (above Afon Dugoed)","Powys, Wales",156,406,Wales
3236,British Museum BM : WG.1842,Thornton-le-Clay,"North Yorkshire, England",163,387,England
3237,Ipswich Museum IPSMG : 1962.188,Nacton Heath,"Suffolk, England",166,556,England
3239,private ownership,Navenby (parish),"Lincolnshire, England",174,548,England
3243,"Museum of Archaeology and Anthropology, Cambridge CAMAA : D 1921.23",Bassingbourn (near),"Cambridgeshire, England",161,412.8,England
3246,Lincoln City and County Museum LCNCC : 1915.298,Brigg (near),"North Lincolnshire, England",121,297,England
3247,Lincoln City and County Museum LCNCC : 1915.299,Brigg (near),"North Lincolnshire, England",151,413,England
3248,Bristol Museum BRSMG : FT414,Bury St Edmunds (near),"Suffolk, England",170,510.4,England
3249,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1927.599",Cambridge (near),"Cambridgeshire, England",132,290.6,England
3250,Norwich Castle Museum NWHCM : 1908.22.15:A,Cambridge (near),"Cambridgeshire, England",127,303,England
3253,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1922.543",Ely (near)?,"Cambridgeshire, England",173,454,England
3254,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1922.540",Ely (near),"Cambridgeshire, England",147,411,England
3255,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 4278",Ely (near),"Cambridgeshire, England",157,428,England
3258,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1922.542",Ely (near)?,"Cambridgeshire, England",145,397,England
3259,"Moyse's Hall Museum, Bury St Edmunds BSEMS : 1977.724 (F54)",Eriswell (or Stibbard?),"Suffolk, England",106.5,141.8,England
3260,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1903.148",Fordham (near),"Cambridgeshire, England",155,465,England
3261,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1923.122B",Gerrans and Portreath/Portscatho (near),"Cornwall, England",132.5,334.9,England
3262,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1923.123A",Gerrans and Portreath/Portscatho (near),"Cornwall, England",152,480.2,England
3263,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1923.122A",Gerrans and Portreath/Portscatho (near),"Cornwall, England",155,549.3,England
3264,"British Museum BM : 1868,0805.20","Llandanwg, Harlech (near)","Gwynedd, Wales",138,318.4,Wales
3269,Amgueddfa Cymru - National Museum Wales NMW : 38.518/4,"unprovenanced, Shropshire (Oswestry)?","Shropshire, England",127,198,England
3270,Amgueddfa Cymru - National Museum Wales NMW : 38.518/6,"unprovenanced, Shropshire (Oswestry)?","Shropshire, England",148,369,England
3271,Amgueddfa Cymru - National Museum Wales NMW : 38.518/5,"unprovenanced, Shropshire (Oswestry)?","Shropshire, England",163,397,England
3273,"Weston Park Museum, Sheffield SHEFG : J93.483",Scarborough (near),"North Yorkshire, England",143,440,England
3278,Winchester Museum WINCM : ARCH 313.7 (old no.11),"Southampton, Pear Tree Green","Southampton, England",139,291,England
3279,"lost (formerly Winchester Museum WINCM : old no.5, stolen prior to 1937)","Southampton, Pear Tree Green","Southampton, England",151,291,England
3280,"lost (formerly Winchester Museum WINCM : old no.16, stolen prior to 1937)","Southampton, Pear Tree Green","Southampton, England",147,315,England
3281,Winchester Museum WINCM : ARCH 313.8 (old no.12),"Southampton, Pear Tree Green","Southampton, England",160,337,England
3282,Winchester Museum WINCM : ARCH 313.5 (old no.9),"Southampton, Pear Tree Green","Southampton, England",148,340,England
3283,Winchester Museum WINCM : ARCH 313.4 (old no.7),"Southampton, Pear Tree Green","Southampton, England",159,347,England
3285,Winchester Museum WINCM : ARCH 313.11 (old no.15),"Southampton, Pear Tree Green","Southampton, England",162,358,England
3286,"lost (formerly Winchester Museum WINCM : old no.18, stolen prior to 1937)","Southampton, Pear Tree Green","Southampton, England",155,361,England
3293,"lost (formerly Winchester Museum WINCM : old no.17, stolen prior to 1937)","Southampton, Pear Tree Green","Southampton, England",156.5,319,England
3299,private ownership,Stamford (near),"Lincolnshire, England",151,368.6,England
3301,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1883.128A (Z 15079A)","Grunty Fen, Haddenham","Cambridgeshire, England",167.5,509,England
3302,Alnwick Castle Museum ALWAM : 205,Tiverton/Twerton (near),"Devon, England",133,278.3,England
3304,"Potteries Museum and Art Gallery, Hanley STKMG : 1225H",Uttoxeter (near),"Staffordshire, England",120,310,England
3307,Shropshire Museums Service SHYMS : A.2003.038 (B16),"Wellington, Ercall Quarry","Telford and Wrekin, England",142,404,England
3310,Hereford Museum and Art Gallery HFDMG : 6743/3,"Thornbury, Netherwood Manor?","Herefordshire, England",120,255,England
3311,Lincoln City and County Museum LCNCC : 1909.276,Nettleham,"Lincolnshire, England",148,420,England
3312,private ownership,Nettleton (parish),"Lincolnshire, England",75,86.18,England
3313,Amgueddfa Cymru - National Museum Wales NMW : 43.313/1,Nevern (300m ENE of Pentre Ifan Cromlech),"Pembrokeshire, Wales",137,269,Wales
3314,Northampton Museum NOMLM : 6A.173X,New Bradwell,"Buckinghamshire, England",123,258.6,England
3315,Newark Museum NEKMS : 29.37,"Newark-on-Trent (River Trent, about 180m NE of Great North Road bridge)","Nottinghamshire, England",163,453,England
3316,"Ashmolean Museum, Oxford OXFAS : 1927.2697 (on loan to West Berkshire Museum)",Newbury (near),"West Berkshire, England",168,386,England
3320,"Ashmolean Museum, Oxford OXFAS : 1927.2698 (on loan to West Berkshire Museum)",Newbury (near),"West Berkshire, England",167,385.8,England
3325,"British Museum BM : 2006,0203.1",Newchurch,"Isle of Wight, England",152,330,England
3333,private ownership,Newport (parish),"Isle of Wight, England",127.1,210.74,England
3340,private ownership,"unprovenanced, Norfolk Fens","Norfolk, England",164.5,413,England
3341,"British Museum BM : 1976,0701.10",Holt,"Norfolk, England",151,413,England
3343,private ownership,North Carlton (parish),"Lincolnshire, England",157,451,England
3354,private ownership,North Tuddenham (parish),"Norfolk, England",122,236,England
3357,private ownership,"Cheswardine, Ellerton Hall, Thorneypits Lane (18 Acre Green)","Shropshire, England",140,373,England
3358,British Museum BM : WG.1878,Barton-Le-Street,"North Yorkshire, England",103,330,England
3362,Maidstone Museum MNEMG : 1930.18.A,Sittingbourne?,"Kent, England",192,595.3,England
3367,Isle of Wight Museum Service IWCMS : 2004-32-1,Northwood (parish),"Isle of Wight, England",151,322,England
3368,Isle of Wight Museum Service IWCMS : 2004-32-2,Northwood (parish),"Isle of Wight, England",169,362,England
3372,Nottingham Castle Museum NCM : 1882.92.11,"Nottingham, Great Freeman Street","Nottinghamshire, England",143,349,England
3373,Rutland County Museum and Oakham Castle OAKRM : OS.378,"unprovenanced, Nottinghamshire","Nottinghamshire, England",123.5,226.8,England
3375,private ownership,"Nursling, Patterson's Gravel Pit (a quarter mile NE of Nursling Church)","Hampshire, England",147,227,England
3376,private ownership,Nutfield (parish),"Surrey, England",143.16,359,England
3379,Guildford Museum GUIFM : unknown,"Guildford, Ockham, Hautboy Inn","Surrey, England",137,219,England
3380,Guildford Museum GUIFM : unknown,"Guildford, Ockham, Hautboy Inn","Surrey, England",135,269,England
3381,Guildford Museum GUIFM : unknown,"Guildford, Ockham, Hautboy Inn","Surrey, England",131,295,England
3382,Guildford Museum GUIFM : unknown,"Guildford, Ockham, Hautboy Inn","Surrey, England",128,197,England
3383,Guildford Museum GUIFM : unknown,"Guildford, Ockham, Hautboy Inn","Surrey, England",153,333,England
3385,private ownership,Odd Rode (parish),"Cheshire East, England",154,483.4,England
3388,Somerset County Museum (Taunton Castle) TTNCM : 81D,"Hayne, Old Cleeve","Somerset, England",160,427,England
3389,Kings Lynn Museum KILLM : 1974.9.3 (A.1003),"Old Hunstanton, Caley Hall Farm","Norfolk, England",163,485.7,England
3390,private ownership,"Ollerton (1 mile N of village, 2 furlongs N of a ford across the River Maun)","Nottinghamshire, England",163,458,England
3392,Amgueddfa Cymru - National Museum Wales NMW : 51.384/1,"Tidenham, Chepstow Bridge","Gloucestershire, England",153,444,England
3394,private ownership,Ormskirk (parish),"Lancashire, England",128,200,England
3395,private ownership,Orton (parish),"Cumbria, England",153,466.3,England
3396,Amgueddfa Cymru - National Museum Wales NMW : 38.518/2,"unprovenanced, Shropshire (Oswestry)?","Shropshire, England",132,226.8,England
3402,"Royal Albert Memorial Museum, Exeter EXEMS : 6/2011/1,2","Ottery St Mary, Escot House","Devon, England",144.1,359,England
3403,private ownership,Outwood (parish),"Surrey, England",158,385,England
3404,private ownership,Overton (parish),"Hampshire, England",166,398,England
3405,Winchester Museum WINCM : ARCH 107,Owslebury,"Hampshire, England",139,276,England
3407,private ownership,Owston and Newbold (parish),"Leicestershire, England",140,159,England
3408,private ownership,Oxborough,"Norfolk, England",145,328,England
3410,"Ashmolean Museum, Oxford OXFAS : 1836 p.122.22 (NC 344)","Oxford, Burgess Meadow","Oxfordshire, England",176,445,England
3411,British Museum BM : WG.1883,"Oxford, Newland Coggs","Oxfordshire, England",174,504,England
3412,private ownership,"Oxted, Jincock's Farm","Surrey, England",147,342.6,England
3413,private ownership,Pagham (parish),"West Sussex, England",166,449,England
3414,Amgueddfa Cymru - National Museum Wales NMW : 46.408,"St George's, Palac-y-meirch","Conwy, Wales",166,550,Wales
3415,lost (formerly Reading Museum REDMG : AL.53),Pangbourne,"West Berkshire, England",164,468,England
3419,Somerset County Museum (Taunton Castle) TTNCM : 3B,Peasedown St John,"Somerset, England",169,491.5,England
3421,Maidstone Museum MNEMG : 1993.66,Peckham (probably East Peckham),"Kent, England",141,425,England
3422,private ownership,Kilbucko (moor 4 miles SE of Biggar),"Scottish Borders, Scotland",163,425,Scotland
3426,private ownership,Pembury (parish),"Kent, England",154.52,450,England
3431,private ownership,Penkridge (parish),"Staffordshire, England",126.2,279.8,England
3432,private ownership,Penkridge (parish),"Staffordshire, England",157,350,England
3436,private ownership,Penllyn (community),"Vale of Glamorgan, Wales",137,444.4,Wales
3437,"Powysland Museum, Welshpool WEPLM : A.163","Brynaber, Pen-y-garnedd","Powys, Wales",143,397,Wales
3438,Amgueddfa Cymru - National Museum Wales NMW : 39.579/9 (on loan to Gwynedd Museum and Arts Gallery (STORIEL) BANBM : 2775),"Penrhoslligwy/Llaneugrad, Lligwy","Ynys Môn (Anglesey), Wales",143,332,Wales
3440,British Museum BM : WG.1889,"Penrhyn, College Wood","Gwynedd, Wales",165,514,Wales
3444,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 25023",Perranzabuloe,"Cornwall, England",161,495,England
3446,private ownership,Perton (parish),"Staffordshire, England",123.3,297.7,England
3447,private ownership,Peterborough,"Peterborough, England",159,461,England
3448,private ownership,Peterborough,"Peterborough, England",162,475,England
3449,Hereford Museum and Art Gallery HFDMG : 5378,"Peterchurch, Urishay Common (Pucha Farm/Ivy House)","Herefordshire, England",161,496.1,England
3452,Canterbury Museum CANCM : 462,Petham,"Kent, England",162,364,England
3456,private ownership,Pickworth Woods,"Rutland, England",160,461,England
3458,Bridport Museum Trust BRPMG : unknown,Pilsdon,"Dorset, England",101,230,England
3459,St Albans Museum SABMS : unknown,Ponders End (River Thames/River Lea),"Greater London, England",152.5,411.1,England
3462,private ownership,Porthcawl (community),"Bridgend, Wales",167,459.5,Wales
3463,Southampton Museum SOTLS : A1964.169 (formerly 56C),"Portswood, Bitterne Park (Cobden Bridge)","Hampshire, England",119,365.5,England
3464,Southampton Museum SOTLS : A1964.170 (formerly 56A),"Portswood, Bitterne Park (Cobden Bridge)","Hampshire, England",148.5,460.5,England
3465,Southampton Museum SOTLS : A1964.171 (formerly 56D),"Portswood, Bitterne Park (Cobden Bridge)","Hampshire, England",135,117.5,England
3466,Southampton Museum SOTLS : A1964.172 (formerly 56B),"Portswood, Bitterne Park (Cobden Bridge)","Hampshire, England",162,410,England
3468,private ownership,"Prees, Brades Farm (Pits Field)","Shropshire, England",174,590.9,England
3469,private ownership,Preston?,"Lancashire, England",135,272.9,England
3470,private ownership,Preston Capes (parish),"Northamptonshire, England",159,383,England
3471,private ownership,Preston?,"Lancashire, England",135,266,England
3472,Somerset County Museum (Taunton Castle) TTNCM : 46/2007/20,Priddy (parish),"Somerset, England",146.7,389,England
3473,Somerset County Museum (Taunton Castle) TTNCM : 46/2007/21,Priddy (parish),"Somerset, England",176,532,England
3479,"British Museum BM : 1883,0802.9","Pulborough, Stane Street","West Sussex, England",157,474,England
3481,private ownership,Purton (parish),"Wiltshire, England",153,398,England
3482,"Pitt Rivers Museum, Oxford OXFPR : 1901.28.1","Pusey, Gainfield Farm","Berkshire, England",147,358,England
3483,Museum of London LDMOL : 28.181/11,"Putney Reach (River Thames, off reservoir just above Barn Elms)","Greater London, England",147,397,England
3488,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1883.120",Stow-cum-Quy,"Cambridgeshire, England",137,380,England
3489,"British Museum BM : 1875,0401.21","Stow-cum-Quy, Quy Fen","Cambridgeshire, England",142,439,England
3491,British Museum BM : WG.1864,"Stow-cum-Quy, Quy Fen","Cambridgeshire, England",136,326,England
3492,British Museum BM : WG.1887,"Stow-cum-Quy, Quy Fen","Cambridgeshire, England",152,365,England
3493,British Museum BM : WG.1884,"Stow-cum-Quy, Quy Fen","Cambridgeshire, England",163,493,England
3495,private ownership,Radley,"Oxfordshire, England",146,471,England
3499,St Albans Museum SABMS : unknown,Radstock,"Somerset, England",122,245,England
3500,Somerset County Museum (Taunton Castle) TTNCM : 75 AA 4 (formerly Weston-super-Mare Museum),Radstock,"Somerset, England",145,354,England
3501,Bristol Museum BRSMG : E452,Raglan (near),"Monmouthshire, Wales",145,508,Wales
3502,Amgueddfa Cymru - National Museum Wales NMW : 31.78/107,"Raglan, Penrhos","Monmouthshire, Wales",140,323,Wales
3503,"Guildhall Museum, Rochester ROSEH : A2445",Rainham (Chatham),"Medway, England",126,320,England
3506,Wisbech and Fenland Museum WISFM : unknown,Ramsey Fen,"Cambridgeshire, England",173,524,England
3507,Amgueddfa Cymru - National Museum Wales NMW : 25.59E/1,"Llangurig, Clochfaen Farm","Powys, Wales",164,416.8,Wales
3510,"Castle Museum, Colchester COLEM : 1923.4524",Rayne,"Essex, England",148,355.7,England
3511,private ownership,Reach,"Cambridgeshire, England",126,276,England
3512,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 4262",Reach Fen,"Cambridgeshire, England",168,435,England
3515,"Ashmolean Museum, Oxford OXFAS : 1927.2586",Reculver,"Kent, England",163,335,England
3517,"British Museum BM : 1880,0802.70",Reedham AWF,"Norfolk, England",152,369,England
3518,Shropshire Museums Service SHRMS : unknown (formerly Ludlow Museum WB55),Corwen (Rhagatt estate?),"Denbighshire, Wales",156,439.4,Wales
3519,Shropshire Museums Service SHRMS : unknown (formerly Ludlow Museum WB54),Corwen (Rhagatt estate?),"Denbighshire, Wales",180,701.7,Wales
3520,Liverpool Museum LIVAM : M6974,Richborough (near),"Kent, England",168,467.8,England
3521,Liverpool Museum LIVAM : M6952,Richborough,"Kent, England",162,432,England
3523,Liverpool Museum LIVAM : M7051,Richborough (near),"Kent, England",170,418,England
3525,Liverpool Museum LIVAM : M7050,Richborough (near),"Kent, England",160,396.9,England
3534,British Museum BM : WG.1838,Reading (River Kennet),"Berkshire, England",160,507,England
3537,"British Museum BM : 1856,0701.1374",Whitehall (River Thames),"Greater London, England",168,486,England
3543,British Museum BM : WG.1734,"Isleworth, Sion Reach (River Thames)","Greater London, England",157,501,England
3547,Museum of London LDMOL : 28.181/12,Wandsworth/Battersea (River Thames),"Greater London, England",164,588,England
3548,Reading Museum REDMG : 1948.94.1 (AL.32),"Reading (River Thames, W of Caversham)","Berkshire, England",145,396.9,England
3549,private ownership,Sunbury Lock (River Thames),"Surrey, England",140.5,425.2,England
3550,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 15084",London (River Thames)?,"Greater London, England",167.5,425,England
3556,Somerset County Museum (Taunton Castle) TTNCM : 12A,Rodney Stoke Wood,"Somerset, England",150,403.5,England
3558,Hull Museum KINCM : 1980.585 (formerly 138),Romford,"Greater London, England",154,329,England
3559,private ownership,"Romford, 15 Manor Road","Greater London, England",175,500,England
3562,Saffron Walden Museum SAFWM : 1889.73b,"Romford, Hainault Forest","Essex, England",154,463,England
3563,Saffron Walden Museum SAFWM : 1889.73a,"Romford, Hainault Forest","Essex, England",165,586,England
3566,private ownership,Roosecote (parish),"Cumbria, England",93,158.5,England
3571,"Ashmolean Museum, Oxford OXFAS : 1927.2583",Ross-on-Wye,"Herefordshire, England",140,346,England
3572,private ownership,"Ross-on-Wye, Merrivale","Herefordshire, England",129,272.9,England
3577,"Charnwood Museum, Loughborough",Rothley (parish),"Leicestershire, England",145,444,England
3579,Leeds Museum LEEDM : D.232.1964,"Roundhay, Lidgett Park, The Avenue","West Yorkshire, England",162,482,England
3580,Leeds Museum LEEDM : D.232.1964,"Roundhay, Lidgett Park, The Avenue","West Yorkshire, England",165,529,England
3582,"Hunterian Museum, Glasgow GLAHM : unknown (formerly B67)","Roxburgh, Lilliesleap, Claxtslands","Scottish Borders, Scotland",141,454,Scotland
3584,North Lincolnshire Museum Service NOLMS : 2013.109.002,Roxby cum Risby (parish),"North Lincolnshire, England",152,365,England
3585,North Lincolnshire Museum Service NOLMS : 2013.109.001,Roxby cum Risby (parish),"North Lincolnshire, England",162,460,England
3595,private ownership,"Rushton, Staffordshire Moorlands","Staffordshire, England",152,335.9,England
3609,"Ashmolean Museum, Oxford OXFAS : 1888.865",Rycote (near Thame),"Oxfordshire, England",157,397,England
3610,Bristol Museum BRSMG : FT413,Saffron Walden,"Essex, England",147,423,England
3611,Canterbury Museum CANCM : 2056,"Saltwood (near Hythe), Sandling Park","Kent, England",151.5,448,England
3612,Canterbury Museum CANCM : 2057,"Saltwood (near Hythe), Sandling Park","Kent, England",174,591,England
3614,private ownership,Sandown (parish),"Isle of Wight, England",131.8,277.75,England
3615,Hertford Museum HETFM : unknown,Waterford and Stapleford (between),"Hertfordshire, England",170,361,England
3623,Doncaster Museum DONMG : unknown,Scrooby,"Lincolnshire, England",133.5,267,England
3624,private ownership,Sculthorpe (parish),"Norfolk, England",139,390,England
3626,Lincoln City and County Museum LCNCC : 1915.301,Scunthorpe (near),"North Lincolnshire, England",160,477,England
3629,private ownership,"Selborne, Blackmoor House","Hampshire, England",165,435,England
3630,"British Museum BM : 1893,0618.7","Selborne, Blackmoor, Woolmer Forest","Hampshire, England",133,365,England
3632,private ownership,Selwood (parish),"Somerset, England",147.4,100,England
3636,private ownership,Shadoxhurst (parish),"Kent, England",141.6,290,England
3638,private ownership,Shalfleet (parish),"Isle of Wight, England",156,469.3,England
3639,private ownership,Shalfleet (parish),"Isle of Wight, England",156,479.9,England
3640,private ownership,Shalfleet (parish),"Isle of Wight, England",165,491.6,England
3641,private ownership,Shalfleet (parish),"Isle of Wight, England",162,492.8,England
3642,private ownership,Shalfleet (parish),"Isle of Wight, England",164,500.4,England
3643,private ownership,Shalfleet (parish),"Isle of Wight, England",161,502.2,England
3644,private ownership,Shalfleet (parish),"Isle of Wight, England",158,529.6,England
3645,Isle of Wight Museum Service IWCMS : unknown,Shalfleet (parish),"Isle of Wight, England",165,414,England
3646,Isle of Wight Museum Service IWCMS : unknown,Shalfleet (parish),"Isle of Wight, England",151,380,England
3648,private ownership,Shalstone (parish),"Buckinghamshire, England",164.36,380,England
3651,Maidstone Museum MNEMG : 1949.56,Sheerness,"Kent, England",156,326,England
3653,"Bankfield Museum, Halifax CDLMS : AH2273","Shelf, Upper Westcroft Quarry","West Yorkshire, England",167,468,England
3654,"Bankfield Museum, Halifax CDLMS : AH2279","Shelf, Upper Westcroft Quarry","West Yorkshire, England",166,480,England
3655,"Bankfield Museum, Halifax CDLMS : AH2275","Shelf, Upper Westcroft Quarry","West Yorkshire, England",170,540,England
3656,"Bankfield Museum, Halifax CDLMS : AH2274","Shelf, Upper Westcroft Quarry","West Yorkshire, England",175,604,England
3657,"Bankfield Museum, Halifax CDLMS : AH2276","Shelf, Upper Westcroft Quarry","West Yorkshire, England",175,660,England
3658,"British Museum BM : 1894,0926.1",Shelford AWF,"Cambridgeshire, England",161,442,England
3659,Maidstone Museum MNEMG : 1934.1,"Sheppey, Warden Bay","Kent, England",133,162,England
3663,private ownership,Sheriffhales (parish),"Shropshire, England",159.16,398,England
3665,"Castle Museum, Colchester COLEM : 1907.911",Shoeburyness,"Southend-on-Sea, England",150,322,England
3712,private ownership,Shotesham (parish),"Norfolk, England",121,247,England
3713,"British Museum BM : 1873,0211.1",Shrewsbury (in or near),"Shropshire, England",155,461,England
3719,"West Berkshire Museum, Newbury NEBYM : unknown",Silchester,"Hampshire, England",123,802,England
3721,private ownership,Skipton (parish),"North Yorkshire, England",120,200,England
3723,Alnwick Castle Museum ALWAM : 199,Sleaford (bed of old River Slea),"Lincolnshire, England",135,286,England
3724,"Museum of Archaeology and Anthropology, Cambridge CAMAA : 1908.421 (112)",Sleaford,"Lincolnshire, England",158,422,England
3727,"Museum of Archaeology and Anthropology, Cambridge CAMAA : Z 4246",Soham,"Cambridgeshire, England",143,388,England
3728,"British Museum BM : 1866,0627.45",Soham Fen,"Cambridgeshire, England",129,284,England
3729,British Museum BM : WG.1860,Soham Fen,"Cambridgeshire, England",162,448,England
3730,British Museum BM : WG.1872,Soham Fen,"Cambridgeshire, England",155,394,England
3733,"Charterhouse Museum, Godalming GODCH : 19","Somersham Fen, The Cranbrook","Cambridgeshire, England",135,392,England
3736,Worthing Museum and Art Gallery WOTMG : 567/5,"Worthing, South Farm Road","West Sussex, England",131.3,283.5,England
3738,British Museum BM : WG.1885,South Kelsey,"Lincolnshire, England",150,389,England
3739,"British Museum BM : 1881,0326.1",South Kensington,"Greater London, England",165,501.1,England
3740,Somerset County Museum (Taunton Castle) TTNCM : 13B,South Petherton,"Somerset, England",169,496,England
3745,"British Museum BM : 1851,1007.3",St Fagans (South),"Cardiff, Wales",150,337,Wales
3746,Doncaster Museum DONMG : 289 X,"Adwick-Le-Street (near), Dane's Hill","Doncaster, England",166,482,England
3748,"Manchester Museum MANCH : 34712,34719 (L.60)",Templeborough (near Rotherham),"Rotherham, England",153,390.4,England
3749,Doncaster Museum DONMG : unknown,Tickhill,"South Yorkshire, England",160,411,England
3751,"Winchester Museum WINCM : ARCH 313.1 (old no.3, currently Verulamium Museum)","Southampton, Pear Tree Green","Southampton, England",144,273,England
3760,Winchester Museum WINCM : ARCH 313.13 (old no.20),"Southampton, Pear Tree Green","Southampton, England",142,291,England
3762,Winchester Museum WINCM : ARCH 313.21 (old no.29),"Southampton, Pear Tree Green","Southampton, England",151,319,England
3764,Winchester Museum WINCM : ARCH 313.16 (old no.24),"Southampton, Pear Tree Green","Southampton, England",142,347,England
3765,British Museum BM : WG.2234,"Southampton, Pear Tree Green","Southampton, England",144,284,England
3766,"lost (formerly Winchester Museum WINCM : old no.23, stolen prior to 1937)","Southampton, Pear Tree Green","Southampton, England",141,319,England
3767,"Winchester Museum WINCM : ARCH 313.18 (old no.26, currently Verulamium Museum)","Southampton, Pear Tree Green","Southampton, England",149,333,England
3768,British Museum BM : WG.2235,"Southampton, Pear Tree Green","Southampton, England",154,333,England
3769,Winchester Museum WINCM : ARCH 313.17 (old no.25),"Southampton, Pear Tree Green","Southampton, England",155,347,England
3770,Winchester Museum WINCM : ARCH 313.12 (old no.19),"Southampton, Pear Tree Green","Southampton, England",167,354,England
3771,Winchester Museum WINCM : ARCH 313.26 (old no.22),"Southampton, Pear Tree Green","Southampton, England",138,383,England
3780,"lost (formerly Winchester Museum WINCM : old no.18, stolen prior to 1937)","Southampton, Pear Tree Green","Southampton, England",157,347,England
3785,"Castle Museum, Colchester COLEM : 1908.1612","Southend-on-Sea, Southchurch","Southend-on-Sea, England",167,506.8,England
